skin_tone,hair_color,lip_color,eye_color,age,season,dress_shade,lip_shade
tan,auburn,purple,amber,33,winter,jewel tones,red
light,gray,plum,amber,15,fall,neutral,peach
fair,auburn,purple,turquoise,27,summer,muted,plum
porcelain,platinum,coral,blue,15,winter,jewel tones,berry
fair,brown,coral,green,30,winter,pastel,nude
deep,dark brown,peach,brown,32,summer,vibrant colors,plum
light,blonde,mauve,amber,56,winter,jewel tones,rose
ivory,gray,pink,green,52,spring,pastel,peach
olive,blonde,pink,violet,57,summer,vibrant colors,red
dark,red,peach,blue,37,fall,earth tones,rose
ivory,dark brown,pink,black,69,fall,jewel tones,mauve
medium,auburn,burgundy,brown,26,summer,jewel tones,rose
tan,red,coral,amber,49,winter,neutral,coral
dark,red,burgundy,violet,17,spring,bright,red
porcelain,gray,mauve,gray,41,spring,neutral,coral
light,blonde,coral,brown,43,spring,neutral,peach
ivory,dark brown,coral,gray,38,winter,muted,mauve
tan,blonde,coral,brown,21,winter,vibrant colors,berry
medium,light brown,pink,blue,57,spring,neutral,coral
fair,red,nude,teal,43,fall,earth tones,rose
tan,brown,brown,amber,43,summer,jewel tones,red
dark,chestnut,purple,turquoise,65,winter,pastel,berry
deep,black,red,green,22,summer,bright,plum
tan,platinum,plum,blue,35,spring,pastel,nude
porcelain,black,plum,blue,53,summer,jewel tones,mauve
tan,red,burgundy,brown,18,summer,neutral,nude
medium,blonde,coral,teal,42,winter,neutral,coral
ebony,black,burgundy,blue,41,fall,bright,red
ivory,dark brown,peach,green,46,spring,jewel tones,berry
ivory,chestnut,purple,teal,44,summer,jewel tones,mauve
ebony,gray,brown,violet,45,spring,metallic,plum
light,black,coral,green,26,fall,metallic,mauve
deep,dark brown,coral,turquoise,43,summer,vibrant colors,plum
tan,chestnut,burgundy,turquoise,38,winter,vibrant colors,red
deep,black,peach,turquoise,32,fall,bright,berry
medium,gray,burgundy,turquoise,41,spring,neutral,nude
medium,dark brown,nude,amber,50,spring,jewel tones,berry
dark,blonde,coral,hazel,60,spring,neon,coral
tan,chestnut,purple,brown,17,fall,neutral,peach
fair,red,coral,turquoise,56,spring,jewel tones,mauve
olive,gray,peach,green,64,fall,bright,berry
dark,dark brown,mauve,turquoise,62,fall,jewel tones,rose
medium,blonde,purple,amber,32,spring,vibrant colors,red
dark,gray,burgundy,brown,43,spring,jewel tones,berry
light,brown,burgundy,black,34,fall,pastel,nude
dark,gray,mauve,black,16,spring,metallic,mauve
deep,brown,pink,hazel,25,fall,vibrant colors,plum
dark,dark brown,red,turquoise,18,fall,vibrant colors,plum
light,brown,coral,teal,67,spring,muted,bronze
ebony,platinum,plum,gray,57,winter,monochrome,coral
ebony,gray,burgundy,violet,68,summer,vibrant colors,red
ebony,red,peach,turquoise,69,winter,vibrant colors,berry
olive,blonde,burgundy,blue,22,winter,earth tones,rose
deep,dark brown,burgundy,blue,68,winter,jewel tones,berry
dark,gray,nude,hazel,32,summer,metallic,plum
olive,auburn,coral,brown,43,fall,jewel tones,rose
medium,brown,pink,green,68,winter,jewel tones,rose
porcelain,red,pink,brown,40,spring,jewel tones,berry
medium,chestnut,coral,black,38,spring,earth tones,rose
deep,brown,burgundy,brown,37,fall,earth tones,rose
ivory,light brown,brown,turquoise,29,summer,jewel tones,rose
dark,red,red,gray,69,fall,vibrant colors,berry
dark,red,plum,teal,56,fall,earth tones,rose
deep,auburn,coral,amber,62,spring,bright,red
ivory,red,nude,teal,29,winter,jewel tones,rose
porcelain,red,peach,amber,19,summer,jewel tones,berry
medium,blonde,coral,green,35,winter,neutral,coral
tan,platinum,nude,gray,54,fall,muted,mauve
porcelain,chestnut,peach,green,30,fall,neutral,peach
fair,blonde,burgundy,turquoise,31,spring,jewel tones,berry
fair,auburn,nude,gray,23,spring,muted,mauve
porcelain,blonde,nude,turquoise,68,fall,jewel tones,rose
olive,red,pink,green,36,winter,neutral,coral
ebony,auburn,peach,turquoise,38,fall,vibrant colors,berry
deep,blonde,coral,brown,16,spring,neon,red
tan,chestnut,pink,turquoise,55,winter,earth tones,rose
deep,chestnut,burgundy,teal,36,winter,metallic,bronze
medium,auburn,plum,blue,27,winter,vibrant colors,cherry
deep,gray,nude,gray,15,spring,jewel tones,berry
deep,red,burgundy,amber,17,spring,earth tones,berry
light,black,purple,green,54,summer,earth tones,mauve
fair,dark brown,mauve,turquoise,49,fall,muted,plum
dark,gray,brown,amber,50,spring,metallic,bronze
light,dark brown,plum,hazel,23,summer,jewel tones,mauve
light,platinum,peach,gray,41,fall,pastel,coral
light,chestnut,purple,turquoise,16,winter,neutral,peach
ebony,red,peach,gray,37,fall,earth tones,plum
tan,black,plum,blue,19,spring,neon,bronze
ivory,blonde,purple,black,68,spring,jewel tones,berry
olive,chestnut,red,turquoise,26,spring,earth tones,rose
ivory,black,nude,gray,64,spring,earth tones,mauve
ebony,light brown,purple,brown,30,fall,bright,plum
olive,black,red,hazel,20,spring,bright,berry
light,blonde,brown,black,57,summer,neutral,coral
olive,red,burgundy,turquoise,48,fall,earth tones,red
olive,gray,burgundy,violet,46,spring,jewel tones,berry
light,chestnut,brown,hazel,40,spring,neutral,nude
fair,blonde,burgundy,violet,52,spring,jewel tones,mauve
dark,platinum,plum,green,21,summer,neutral,peach
ivory,red,plum,violet,53,spring,earth tones,mauve
ivory,light brown,pink,hazel,55,summer,neutral,nude
fair,dark brown,brown,turquoise,33,summer,pastel,nude
light,gray,nude,green,51,spring,bright,cherry
porcelain,red,mauve,green,27,winter,neutral,peach
fair,red,nude,black,64,fall,neutral,coral
ebony,platinum,purple,teal,29,spring,neutral,nude
dark,platinum,peach,gray,50,spring,metallic,mauve
tan,red,mauve,turquoise,63,winter,vibrant colors,red
fair,black,brown,black,38,spring,earth tones,berry
olive,brown,plum,hazel,51,summer,vibrant colors,berry
dark,brown,red,green,44,fall,bright,red
fair,chestnut,red,turquoise,23,summer,vibrant colors,berry
dark,brown,brown,turquoise,38,spring,earth tones,plum
ivory,black,mauve,amber,29,winter,pastel,nude
light,brown,peach,turquoise,48,fall,pastel,peach
fair,platinum,red,violet,58,summer,pastel,coral
deep,gray,burgundy,green,33,spring,vibrant colors,red
light,brown,peach,hazel,36,spring,jewel tones,rose
medium,auburn,brown,amber,47,fall,earth tones,berry
fair,black,red,blue,63,spring,pastel,peach
olive,blonde,brown,brown,15,winter,neutral,nude
tan,chestnut,peach,teal,17,fall,earth tones,red
ebony,brown,coral,black,62,summer,bright,plum
ivory,blonde,red,hazel,41,winter,neutral,nude
deep,platinum,nude,blue,68,fall,neutral,berry
porcelain,dark brown,pink,black,48,winter,jewel tones,rose
deep,platinum,plum,brown,15,winter,vibrant colors,red
tan,chestnut,brown,gray,51,summer,neutral,nude
tan,light brown,red,blue,20,winter,earth tones,berry
deep,brown,pink,teal,41,summer,bright,berry
medium,red,burgundy,hazel,37,spring,earth tones,rose
olive,blonde,brown,turquoise,43,winter,earth tones,berry
dark,gray,burgundy,violet,51,fall,jewel tones,berry
light,platinum,plum,blue,53,winter,neutral,nude
ivory,brown,red,amber,46,winter,muted,bronze
tan,brown,red,turquoise,37,fall,jewel tones,berry
tan,black,nude,teal,59,spring,muted,plum
porcelain,auburn,burgundy,teal,58,winter,jewel tones,berry
fair,black,mauve,black,40,summer,bright,cherry
ebony,platinum,mauve,gray,18,summer,jewel tones,berry
medium,blonde,peach,hazel,44,winter,neutral,coral
light,gray,coral,violet,54,fall,muted,bronze
tan,red,pink,amber,35,spring,neutral,rose
tan,auburn,nude,brown,44,summer,earth tones,red
olive,platinum,brown,violet,46,fall,neutral,peach
medium,black,red,brown,59,summer,muted,bronze
porcelain,platinum,mauve,teal,30,spring,jewel tones,berry
olive,black,brown,brown,53,fall,vibrant colors,berry
medium,platinum,brown,green,67,summer,vibrant colors,red
fair,gray,pink,hazel,46,fall,jewel tones,rose
dark,platinum,mauve,violet,64,winter,bright,plum
fair,red,nude,blue,38,fall,neutral,peach
olive,gray,nude,gray,67,winter,neon,nude
porcelain,gray,red,brown,33,fall,bright,red
porcelain,blonde,brown,green,47,fall,pastel,coral
tan,dark brown,brown,green,45,fall,vibrant colors,berry
medium,blonde,pink,brown,52,spring,earth tones,rose
medium,auburn,coral,amber,21,winter,vibrant colors,berry
dark,dark brown,purple,hazel,39,spring,bright,berry
tan,platinum,nude,teal,55,winter,neutral,nude
tan,black,purple,gray,53,winter,earth tones,berry
light,auburn,mauve,teal,31,fall,muted,mauve
medium,black,purple,gray,34,winter,muted,mauve
dark,red,peach,black,60,spring,bright,plum
dark,gray,red,blue,23,summer,jewel tones,plum
ivory,blonde,red,green,54,fall,neutral,peach
deep,light brown,coral,teal,61,summer,monochrome,cherry
medium,black,coral,blue,46,fall,muted,plum
medium,black,plum,blue,26,fall,metallic,plum
porcelain,chestnut,purple,gray,52,summer,jewel tones,rose
ebony,brown,coral,gray,19,fall,bright,red
medium,light brown,coral,hazel,65,summer,earth tones,berry
ivory,brown,burgundy,blue,54,fall,muted,mauve
fair,dark brown,mauve,turquoise,47,summer,muted,mauve
ivory,gray,coral,violet,42,spring,monochrome,red
dark,auburn,brown,hazel,21,winter,vibrant colors,plum
medium,gray,coral,green,46,summer,monochrome,peach
tan,brown,pink,amber,56,spring,earth tones,berry
fair,black,purple,hazel,37,summer,muted,bronze
ebony,red,red,amber,31,spring,bright,berry
light,gray,red,brown,20,spring,metallic,mauve
medium,dark brown,peach,black,32,fall,earth tones,rose
ivory,gray,peach,turquoise,53,winter,muted,mauve
ivory,platinum,nude,violet,55,spring,jewel tones,rose
dark,chestnut,coral,gray,69,fall,neutral,coral
deep,chestnut,burgundy,teal,15,summer,earth tones,plum
ebony,black,peach,gray,28,summer,bright,red
porcelain,platinum,burgundy,amber,65,winter,neutral,peach
fair,gray,mauve,violet,34,spring,metallic,bronze
ivory,gray,nude,brown,22,summer,muted,mauve
light,light brown,peach,teal,22,fall,jewel tones,mauve
deep,auburn,purple,hazel,45,spring,vibrant colors,red
tan,chestnut,red,blue,67,fall,vibrant colors,berry
light,dark brown,coral,black,33,winter,pastel,coral
dark,chestnut,plum,violet,63,summer,pastel,nude
fair,brown,plum,black,51,fall,jewel tones,berry
deep,platinum,peach,blue,49,winter,pastel,peach
medium,light brown,mauve,teal,48,spring,vibrant colors,cherry
olive,black,purple,green,60,fall,jewel tones,rose
olive,brown,peach,brown,41,fall,vibrant colors,cherry
medium,dark brown,nude,blue,32,winter,jewel tones,rose
fair,platinum,brown,black,66,winter,neutral,coral
deep,platinum,peach,green,32,spring,bright,plum
olive,auburn,brown,hazel,31,fall,vibrant colors,red
dark,black,coral,teal,63,fall,vibrant colors,berry
tan,platinum,red,violet,21,fall,metallic,plum
ivory,dark brown,peach,violet,23,fall,jewel tones,rose
fair,red,peach,teal,19,summer,neutral,coral
ebony,platinum,burgundy,amber,37,winter,muted,bronze
deep,light brown,coral,gray,65,winter,neutral,berry
ivory,platinum,pink,amber,59,winter,neutral,nude
tan,brown,burgundy,green,40,fall,jewel tones,berry
dark,platinum,mauve,brown,56,winter,muted,mauve
light,red,pink,green,38,winter,jewel tones,rose
dark,dark brown,nude,black,38,summer,vibrant colors,berry
ivory,red,burgundy,black,37,fall,earth tones,berry
ivory,platinum,peach,blue,37,summer,pastel,peach
light,black,pink,teal,22,spring,vibrant colors,cherry
light,chestnut,peach,violet,55,spring,pastel,nude
deep,black,brown,green,18,fall,jewel tones,plum
deep,red,brown,gray,41,spring,bright,red
dark,black,nude,violet,49,spring,jewel tones,rose
fair,dark brown,purple,blue,15,winter,muted,plum
medium,auburn,burgundy,turquoise,47,winter,vibrant colors,cherry
porcelain,black,coral,teal,30,fall,monochrome,mauve
dark,dark brown,peach,hazel,24,fall,bright,plum
tan,chestnut,red,black,40,winter,vibrant colors,cherry
ebony,blonde,nude,violet,39,winter,bright,berry
light,light brown,brown,turquoise,52,winter,pastel,peach
light,brown,burgundy,turquoise,61,fall,pastel,nude
porcelain,light brown,peach,blue,16,winter,pastel,peach
ivory,dark brown,pink,brown,48,fall,muted,bronze
porcelain,auburn,plum,turquoise,35,spring,jewel tones,mauve
olive,red,burgundy,gray,68,summer,earth tones,rose
dark,red,burgundy,turquoise,46,spring,vibrant colors,berry
olive,auburn,nude,blue,42,fall,earth tones,berry
light,light brown,coral,teal,58,winter,pastel,coral
deep,chestnut,purple,turquoise,64,summer,bright,plum
dark,light brown,plum,hazel,26,winter,pastel,berry
porcelain,red,red,blue,21,spring,neutral,nude
tan,auburn,brown,green,28,summer,earth tones,rose
fair,light brown,nude,gray,44,summer,pastel,nude
light,light brown,burgundy,blue,59,fall,pastel,coral
light,black,purple,brown,65,winter,vibrant colors,cherry
deep,dark brown,nude,green,24,spring,vibrant colors,plum
porcelain,dark brown,red,hazel,30,spring,pastel,coral
tan,chestnut,purple,violet,32,winter,earth tones,berry
ivory,chestnut,peach,hazel,64,spring,bright,red
light,blonde,brown,turquoise,23,summer,jewel tones,mauve
ebony,chestnut,burgundy,blue,61,fall,vibrant colors,red
fair,blonde,burgundy,green,69,winter,jewel tones,rose
light,brown,coral,violet,35,winter,pastel,peach
ivory,black,red,turquoise,48,spring,metallic,plum
ivory,light brown,red,blue,26,spring,jewel tones,rose
olive,auburn,purple,amber,58,winter,earth tones,berry
medium,auburn,purple,hazel,34,spring,jewel tones,rose
light,blonde,plum,brown,49,spring,jewel tones,berry
olive,chestnut,coral,hazel,45,winter,earth tones,berry
tan,red,mauve,brown,25,fall,earth tones,berry
olive,blonde,plum,teal,43,winter,vibrant colors,berry
tan,gray,red,gray,46,spring,bright,berry
light,blonde,peach,amber,22,spring,pastel,coral
medium,gray,plum,hazel,34,winter,neon,peach
olive,gray,coral,green,15,winter,jewel tones,red
olive,blonde,mauve,blue,24,winter,earth tones,rose
fair,auburn,pink,blue,57,fall,jewel tones,rose
dark,dark brown,nude,black,62,fall,vibrant colors,berry
deep,auburn,plum,black,51,spring,earth tones,rose
tan,chestnut,mauve,green,59,winter,earth tones,red
dark,brown,nude,brown,68,fall,bright,berry
medium,chestnut,brown,brown,42,fall,vibrant colors,red
ivory,blonde,coral,amber,41,winter,jewel tones,mauve
ebony,platinum,plum,hazel,58,fall,vibrant colors,red
ebony,brown,mauve,brown,38,summer,bright,plum
dark,red,burgundy,violet,15,winter,bright,berry
olive,light brown,burgundy,green,41,winter,neutral,rose
dark,dark brown,pink,violet,34,fall,bright,berry
olive,platinum,coral,blue,29,summer,neon,cherry
tan,blonde,mauve,gray,59,winter,neutral,peach
fair,auburn,coral,amber,32,spring,jewel tones,berry
porcelain,black,nude,violet,21,fall,jewel tones,rose
light,gray,peach,blue,50,fall,bright,berry
ebony,brown,coral,brown,31,summer,bright,red
olive,brown,burgundy,hazel,39,spring,jewel tones,berry
ebony,light brown,purple,amber,33,spring,jewel tones,rose
dark,brown,mauve,hazel,49,fall,earth tones,plum
olive,chestnut,peach,brown,20,summer,vibrant colors,berry
porcelain,platinum,red,green,53,fall,jewel tones,rose
fair,brown,purple,blue,68,summer,jewel tones,berry
porcelain,gray,purple,gray,57,winter,neutral,peach
porcelain,brown,nude,blue,40,spring,jewel tones,mauve
deep,red,peach,hazel,20,spring,vibrant colors,berry
ivory,platinum,nude,green,38,summer,neutral,nude
porcelain,light brown,nude,hazel,36,fall,pastel,coral
light,dark brown,purple,brown,69,spring,muted,mauve
fair,black,burgundy,amber,50,fall,earth tones,rose
porcelain,blonde,brown,blue,30,summer,neutral,nude
olive,gray,coral,amber,67,winter,monochrome,rose
tan,dark brown,purple,violet,34,fall,earth tones,berry
medium,light brown,red,amber,34,spring,earth tones,berry
dark,chestnut,pink,amber,62,spring,muted,mauve
ivory,red,pink,hazel,59,winter,earth tones,mauve
olive,chestnut,burgundy,teal,28,winter,neutral,peach
ivory,dark brown,brown,hazel,65,spring,pastel,coral
fair,light brown,brown,blue,27,spring,neutral,peach
light,platinum,burgundy,black,36,summer,jewel tones,berry
tan,chestnut,mauve,brown,46,winter,neutral,coral
porcelain,black,peach,amber,24,spring,jewel tones,rose
olive,blonde,burgundy,amber,50,summer,vibrant colors,cherry
dark,platinum,pink,gray,39,fall,monochrome,mauve
olive,gray,red,black,59,summer,bright,berry
medium,chestnut,peach,hazel,58,summer,neutral,rose
ebony,blonde,peach,green,16,summer,vibrant colors,berry
porcelain,platinum,burgundy,gray,53,fall,jewel tones,berry
tan,dark brown,burgundy,hazel,47,spring,jewel tones,red
porcelain,black,mauve,gray,41,spring,neutral,nude
tan,gray,mauve,gray,34,spring,pastel,rose
ebony,auburn,peach,hazel,40,summer,earth tones,rose
olive,auburn,plum,green,29,fall,earth tones,rose
porcelain,platinum,coral,hazel,69,winter,jewel tones,mauve
olive,platinum,red,violet,42,winter,pastel,nude
deep,blonde,brown,gray,19,summer,muted,mauve
deep,auburn,nude,teal,54,spring,earth tones,berry
olive,auburn,red,turquoise,58,summer,earth tones,red
fair,blonde,peach,blue,35,fall,neutral,nude
olive,chestnut,purple,blue,20,summer,earth tones,red
tan,chestnut,peach,blue,44,summer,vibrant colors,cherry
deep,gray,peach,teal,63,fall,metallic,plum
olive,gray,brown,gray,47,spring,monochrome,nude
ivory,red,burgundy,black,43,winter,neutral,peach
olive,platinum,pink,teal,61,spring,muted,plum
ebony,black,coral,amber,61,summer,bright,berry
dark,auburn,purple,gray,27,fall,bright,berry
deep,gray,peach,green,59,fall,vibrant colors,red
fair,dark brown,red,gray,67,summer,muted,plum
ivory,auburn,burgundy,amber,66,summer,pastel,nude
olive,platinum,pink,turquoise,20,winter,jewel tones,rose
deep,black,peach,teal,64,spring,jewel tones,rose
ivory,brown,burgundy,blue,19,winter,pastel,nude
deep,platinum,coral,black,33,spring,vibrant colors,plum
deep,black,nude,blue,58,spring,vibrant colors,red
dark,chestnut,peach,brown,68,spring,neon,berry
porcelain,dark brown,brown,black,33,summer,pastel,peach
porcelain,light brown,plum,amber,17,winter,neutral,nude
olive,chestnut,burgundy,gray,35,fall,neutral,nude
ebony,light brown,red,green,30,fall,muted,mauve
tan,auburn,burgundy,violet,31,summer,jewel tones,rose
deep,black,burgundy,black,43,winter,bright,red
light,light brown,coral,gray,18,summer,neutral,peach
light,light brown,brown,turquoise,59,fall,pastel,coral
porcelain,black,brown,green,61,fall,neutral,peach
porcelain,brown,plum,violet,55,summer,jewel tones,mauve
porcelain,platinum,brown,teal,31,spring,jewel tones,mauve
medium,blonde,pink,teal,40,fall,vibrant colors,red
ivory,red,nude,brown,69,spring,neutral,nude
dark,gray,mauve,hazel,49,fall,metallic,bronze
ivory,brown,coral,gray,31,winter,jewel tones,berry
light,dark brown,coral,violet,47,fall,muted,mauve
ebony,auburn,mauve,gray,68,winter,earth tones,rose
porcelain,platinum,pink,gray,57,spring,jewel tones,mauve
medium,auburn,red,brown,18,spring,earth tones,berry
deep,blonde,pink,turquoise,63,spring,monochrome,rose
fair,platinum,coral,hazel,15,winter,jewel tones,rose
ebony,black,plum,black,46,winter,vibrant colors,plum
deep,dark brown,purple,amber,47,fall,bright,red
ivory,black,coral,gray,63,summer,metallic,mauve
ebony,chestnut,burgundy,blue,41,spring,pastel,nude
ivory,dark brown,pink,hazel,22,spring,jewel tones,rose
porcelain,blonde,burgundy,blue,61,winter,jewel tones,mauve
fair,chestnut,nude,hazel,29,spring,earth tones,berry
olive,gray,burgundy,brown,18,spring,metallic,plum
olive,auburn,coral,hazel,50,winter,jewel tones,rose
porcelain,platinum,mauve,green,36,winter,pastel,coral
ebony,black,burgundy,hazel,23,spring,jewel tones,plum
tan,chestnut,nude,teal,15,fall,neutral,rose
light,red,brown,hazel,44,summer,jewel tones,rose
ebony,brown,plum,blue,28,spring,earth tones,plum
fair,chestnut,red,brown,64,winter,metallic,plum
light,light brown,plum,amber,43,fall,neutral,nude
fair,gray,red,brown,47,fall,bright,berry
ebony,platinum,red,hazel,44,spring,bright,red
porcelain,brown,burgundy,hazel,41,summer,jewel tones,mauve
ivory,auburn,coral,violet,64,fall,muted,bronze
fair,blonde,nude,gray,25,fall,pastel,coral
tan,auburn,coral,brown,30,winter,jewel tones,red
dark,brown,red,hazel,63,spring,earth tones,berry
dark,black,pink,amber,37,summer,vibrant colors,red
ebony,brown,pink,hazel,57,winter,vibrant colors,berry
tan,dark brown,nude,gray,23,fall,jewel tones,red
light,chestnut,pink,turquoise,44,fall,muted,plum
ebony,platinum,nude,turquoise,43,winter,pastel,coral
dark,chestnut,pink,gray,44,summer,vibrant colors,berry
tan,black,peach,brown,45,summer,neutral,peach
olive,chestnut,pink,violet,28,fall,neutral,coral
ebony,auburn,purple,violet,25,summer,vibrant colors,berry
tan,light brown,purple,turquoise,54,fall,vibrant colors,red
deep,chestnut,pink,green,57,spring,jewel tones,plum
fair,auburn,purple,amber,18,summer,pastel,peach
ivory,blonde,red,blue,23,spring,jewel tones,berry
ebony,gray,pink,turquoise,65,spring,vibrant colors,plum
olive,platinum,red,gray,62,fall,muted,bronze
fair,blonde,plum,teal,68,winter,neutral,peach
dark,platinum,burgundy,green,64,winter,neutral,berry
olive,auburn,coral,hazel,28,fall,earth tones,red
ivory,brown,mauve,brown,60,spring,muted,mauve
light,black,brown,gray,36,summer,metallic,plum
medium,red,plum,hazel,25,summer,neutral,rose
ebony,brown,burgundy,brown,67,summer,bright,berry
ivory,blonde,plum,hazel,21,spring,neutral,nude
ebony,auburn,burgundy,blue,22,spring,vibrant colors,red
ivory,chestnut,mauve,gray,68,winter,vibrant colors,berry
ebony,platinum,burgundy,teal,44,spring,bright,red
ebony,chestnut,coral,violet,51,fall,pastel,peach
porcelain,gray,burgundy,amber,26,fall,monochrome,bronze
light,dark brown,nude,gray,30,winter,jewel tones,berry
light,chestnut,coral,violet,47,spring,bright,red
tan,light brown,red,amber,59,spring,neutral,nude
tan,platinum,coral,brown,34,summer,neutral,peach
dark,platinum,mauve,green,37,fall,bright,red
dark,chestnut,red,brown,46,summer,earth tones,plum
ivory,chestnut,peach,hazel,65,fall,neutral,coral
fair,auburn,pink,gray,58,summer,muted,mauve
deep,auburn,burgundy,brown,25,winter,earth tones,berry
ebony,platinum,nude,hazel,43,winter,earth tones,berry
tan,chestnut,mauve,turquoise,31,winter,earth tones,rose
ivory,brown,pink,brown,39,summer,jewel tones,berry
medium,gray,nude,green,54,fall,vibrant colors,berry
deep,blonde,burgundy,turquoise,36,fall,vibrant colors,plum
deep,light brown,burgundy,teal,63,winter,metallic,mauve
fair,red,nude,blue,19,winter,earth tones,rose
fair,platinum,brown,turquoise,60,winter,jewel tones,mauve
deep,chestnut,red,teal,68,winter,monochrome,nude
fair,blonde,coral,amber,38,summer,pastel,peach
medium,black,brown,hazel,65,fall,neutral,rose
porcelain,chestnut,purple,hazel,53,winter,metallic,mauve
ivory,platinum,red,turquoise,63,spring,pastel,peach
tan,light brown,purple,brown,38,summer,vibrant colors,berry
light,light brown,nude,blue,27,summer,pastel,coral
fair,auburn,coral,turquoise,32,winter,jewel tones,mauve
porcelain,dark brown,coral,turquoise,15,winter,pastel,nude
light,blonde,mauve,green,60,summer,jewel tones,berry
ebony,light brown,brown,violet,58,fall,neon,mauve
light,chestnut,pink,turquoise,25,spring,neon,peach
ivory,dark brown,mauve,blue,48,spring,jewel tones,mauve
olive,auburn,mauve,brown,18,summer,jewel tones,berry
deep,platinum,mauve,teal,65,summer,bright,red
deep,gray,purple,turquoise,53,fall,metallic,mauve
ivory,auburn,plum,black,54,summer,muted,bronze
dark,platinum,purple,amber,57,winter,jewel tones,rose
ebony,gray,plum,amber,61,fall,jewel tones,rose
porcelain,gray,pink,teal,26,spring,pastel,coral
ebony,black,mauve,brown,30,winter,vibrant colors,plum
fair,brown,burgundy,teal,60,winter,jewel tones,berry
ivory,blonde,plum,brown,59,winter,neutral,coral
deep,red,nude,violet,23,summer,bright,red
tan,platinum,burgundy,gray,54,winter,vibrant colors,cherry
dark,auburn,peach,blue,37,summer,earth tones,berry
ivory,auburn,pink,green,44,spring,pastel,nude
ebony,platinum,brown,teal,16,winter,jewel tones,berry
light,light brown,peach,turquoise,69,winter,pastel,nude
medium,auburn,purple,blue,50,summer,vibrant colors,cherry
tan,auburn,coral,violet,18,summer,earth tones,red
ivory,black,mauve,turquoise,63,fall,monochrome,peach
ebony,light brown,purple,amber,28,fall,muted,mauve
deep,chestnut,mauve,brown,58,spring,monochrome,rose
light,auburn,plum,gray,21,winter,muted,mauve
ebony,black,burgundy,gray,28,fall,bright,red
ivory,auburn,purple,teal,35,winter,jewel tones,mauve
light,platinum,mauve,green,55,spring,neutral,nude
olive,blonde,brown,blue,53,fall,earth tones,berry
medium,blonde,red,amber,28,winter,earth tones,rose
deep,light brown,brown,green,64,fall,muted,plum
fair,chestnut,brown,green,45,winter,jewel tones,berry
ebony,platinum,pink,blue,26,spring,pastel,peach
medium,auburn,purple,black,61,winter,earth tones,berry
ebony,red,nude,black,15,fall,earth tones,berry
fair,brown,pink,hazel,52,summer,jewel tones,mauve
olive,red,coral,amber,65,fall,vibrant colors,berry
ivory,blonde,peach,blue,17,summer,pastel,nude
tan,brown,peach,amber,49,summer,earth tones,rose
tan,chestnut,pink,green,37,winter,vibrant colors,red
light,blonde,peach,violet,68,summer,jewel tones,berry
ivory,auburn,coral,brown,62,winter,pastel,peach
tan,dark brown,pink,turquoise,48,spring,earth tones,berry
tan,auburn,burgundy,violet,60,summer,earth tones,red
ebony,red,coral,violet,21,summer,vibrant colors,red
ebony,dark brown,peach,teal,50,summer,bright,berry
ivory,black,purple,blue,38,fall,bright,cherry
fair,auburn,red,teal,52,fall,jewel tones,rose
medium,chestnut,plum,hazel,45,spring,vibrant colors,red
fair,gray,mauve,black,65,spring,pastel,nude
medium,light brown,brown,teal,24,spring,earth tones,berry
ebony,platinum,purple,turquoise,34,spring,muted,bronze
medium,dark brown,peach,violet,50,spring,vibrant colors,red
ebony,auburn,coral,black,66,winter,vibrant colors,red
ebony,chestnut,plum,gray,29,summer,metallic,bronze
light,light brown,brown,black,61,fall,jewel tones,berry
porcelain,chestnut,pink,brown,48,spring,neon,red
ivory,blonde,purple,teal,52,fall,neutral,coral
medium,brown,pink,teal,42,fall,jewel tones,rose
medium,gray,nude,teal,25,spring,jewel tones,berry
fair,gray,nude,turquoise,27,fall,muted,plum
dark,chestnut,pink,turquoise,44,fall,earth tones,plum
light,red,coral,hazel,35,winter,jewel tones,mauve
dark,red,nude,turquoise,42,fall,vibrant colors,red
ebony,chestnut,mauve,brown,37,fall,pastel,coral
tan,light brown,burgundy,black,32,winter,neutral,peach
olive,brown,plum,violet,62,spring,jewel tones,berry
ebony,auburn,purple,hazel,37,winter,bright,plum
olive,platinum,mauve,hazel,67,fall,metallic,plum
ebony,auburn,plum,turquoise,55,spring,bright,red
tan,red,plum,brown,18,summer,earth tones,berry
porcelain,red,brown,brown,65,fall,jewel tones,rose
tan,gray,coral,blue,44,winter,monochrome,mauve
fair,platinum,coral,amber,44,spring,jewel tones,berry
dark,red,burgundy,gray,39,winter,earth tones,plum
deep,dark brown,mauve,blue,28,fall,vibrant colors,berry
medium,platinum,mauve,violet,25,winter,jewel tones,rose
dark,brown,purple,brown,59,winter,earth tones,berry
porcelain,gray,burgundy,blue,61,fall,neon,cherry
ebony,dark brown,pink,amber,58,summer,vibrant colors,berry
olive,gray,nude,blue,43,winter,pastel,peach
porcelain,gray,pink,black,60,spring,bright,berry
light,black,nude,turquoise,25,summer,metallic,plum
light,chestnut,mauve,blue,41,summer,bright,red
tan,red,nude,blue,46,summer,neutral,peach
fair,red,peach,turquoise,55,summer,neutral,nude
ebony,red,purple,brown,41,spring,bright,plum
porcelain,chestnut,mauve,turquoise,35,spring,bright,berry
light,black,peach,black,38,winter,neon,rose
olive,brown,red,hazel,59,spring,vibrant colors,cherry
deep,light brown,purple,green,18,winter,vibrant colors,plum
